"Дата", "Максимальная температура", "Минимальная температура", "Средняя температура", "Атмосферное давление гПа", "Скорость ветра м/с", "Осадки мм", "Эффективная температура"
04.12.2018, -2.1, -10.7, -4.8, 996.4, 4, 0, -9.6
05.12.2018, -2.4, -3.7, -2.9, 996.2, 3, 0, -6.8
06.12.2018, -1.5, -3.7, -2.3, 992.9, 1, 8, -4.8
07.12.2018, -2.1, -4.4, -2.8, 991.6, 2, 3, -6
08.12.2018, -3.6, -5.1, -4.4, 989.6, 2, 0, -7.8
09.12.2018, 0.3, -6.0, -3.2, 984.1, 3, 3, -7.1
10.12.2018, 1.3, -1.5, 0.7, 982.7, 3, 3, -2.7
11.12.2018, 0.9, 0.0, 0.3, 986.7, 2, 6, -2.5
12.12.2018, 0.2, -0.3, -0.1, 990.4, 3, 3, -3.6
13.12.2018, -0.5, -3.7, -2.0, 993.6, 3, 3, -5.8
14.12.2018, -2.8, -4.6, -3.4, 1000.0, 2, 0, -6.7
15.12.2018, -1.7, -5.4, -3.6, 1005.5, 2, 0, -6.9
16.12.2018, -6.7, -14.2, -10.2, 1012.1, 1, 0, -13.4
17.12.2018, -13.5, -18.2, -15.6, 1011.0, 1, 0, -19.3
18.12.2018, -10.2, -15.9, -12.1, 1010.8, 1, 1, -15.5
19.12.2018, -7.4, -11.8, -9.0, 1010.4, 1, 2, -12.2
20.12.2018, -10.2, -12.8, -11.4, 1008.6, 1, 1, -14.8
21.12.2018, -5.2, -11.5, -7.7, 1001.1, 2, 3, -11.4
22.12.2018, -5.4, -7.0, -6.1, 990.8, 2, 4, -9.6
23.12.2018, -5.3, -7.1, -6.1, 984.2, 2, 1, -9.6
24.12.2018, -7.2, -8.6, -7.8, 981.2, 2, 6, -11.5
25.12.2018, -8.3, -14.5, -10.5, 987.1, 1, 1, -13.8
26.12.2018, -7.5, -10.0, -8.5, 978.1, 2, 2, -12.3
27.12.2018, -7.4, -14.4, -9.6, 982.9, 1, 1, -12.8
28.12.2018, -6.4, -10.2, -7.5, 988.8, 1, 0, -10.5
29.12.2018, -5.2, -7.0, -6.1, 994.4, , 0, 
30.12.2018, -2.8, -6.1, -4.3, 996.2, 2, 0, -7.7
31.12.2018, -5.2, -8.3, -6.5, 999.5, 2, 0, -10.1
01.01.2019, -3.4, -8.4, -5.4, 992.2, 3, 1, -9.6
02.01.2019, -3.1, -4.5, -3.8, 983.7, 4, 3, -8.5
03.01.2019, -2.3, -3.7, -2.9, 986.8, 3, 5, -6.7
04.01.2019, -1.4, -5.7, -3.4, 988.0, 1, 1, -6
05.01.2019, -4.4, -8.3, -6.1, 985.6, 1, 1, -9
06.01.2019, -7.2, -15.1, -9.8, 994.0, 1, 0, -13
07.01.2019, -10.5, -17.0, -12.9, 998.6, 2, 1, -17
08.01.2019, -9.8, -17.4, -13.4, 990.9, 2, 0, -17.6
09.01.2019, -9.8, -20.5, -13.9, 992.6, 1, 0, -17.4
10.01.2019, -6.9, -11.1, -7.9, 994.8, 2, 3, -11.6
11.01.2019, -8.9, -15.5, -12.3, 987.4, 1, 1, -15.7
12.01.2019, -11.3, -16.6, -13.4, 973.6, 3, 1, -18.2
13.01.2019, -2.7, -12.4, -6.1, 972.3, 3, 1, -10.3
14.01.2019, -2.0, -4.8, -2.8, 967.9, 4, 2, -7.4
15.01.2019, -0.2, -6.9, -2.6, 968.4, 3, 2, -6.5
16.01.2019, -6.4, -12.6, -8.1, 974.0, 2, 1, -11.8
17.01.2019, -1.2, -8.2, -4.1, 979.2, 4, 1, -8.8
18.01.2019, 0.9, -4.4, -0.1, 978.2, 5, 0, -5
19.01.2019, 0.0, -7.9, -4.5, 985.7, 3, 1, -8.6
20.01.2019, -3.8, -9.9, -6.0, 989.9, 4, 0, -10.9
21.01.2019, -5.1, -12.3, -7.8, 985.8, 3, 1, -12.2
22.01.2019, -12.4, -20.0, -16.2, 992.7, 2, 0, -20.6
23.01.2019, -13.3, -25.7, -19.5, 996.8, 1, 0, -23.4
24.01.2019, -12.2, -18.3, -15.7, 990.4, 2, 1, -20
25.01.2019, -8.9, -18.5, -15.1, 1000.6, 1, 0, -18.7
26.01.2019, -9.1, -19.3, -11.6, 990.7, 3, 7, -16.3
27.01.2019, -8.1, -10.2, -9.0, 980.7, 2, 11, -12.8
28.01.2019, -5.0, -10.3, -7.3, 985.6, 2, 1, -11
29.01.2019, -1.6, -7.0, -3.3, 989.8, 3, 0, -7.2
30.01.2019, -0.9, -4.8, -2.9, 990.4, 3, 0, -6.7
31.01.2019, 0.0, -3.1, -1.6, 991.3, 3, 0, -5.3
01.02.2019, -3.6, -5.7, -4.7, 992.8, 2, 0, -8.1
02.02.2019, -3.7, -6.8, -4.9, 995.5, 2, 2, -8.3
03.02.2019, 1.3, -4.0, -0.8, 996.2, 2, 0, -3.7
04.02.2019, 3.3, 0.7, 2.0, 996.4, 3, 0, -1.3
05.02.2019, 1.8, -1.3, 0.3, 1002.2, 2, 0, -2.7
06.02.2019, 0.4, -2.2, -0.9, 996.5, 2, 3, -3.9
07.02.2019, -0.8, -3.6, -2.4, 994.8, 2, 1, -5.6
08.02.2019, 0.3, -5.0, -2.9, 998.5, 3, 0, -6.9
09.02.2019, -2.1, -5.0, -3.4, 996.6, 3, 0, -7.4
10.02.2019, -3.0, -7.0, -5.1, 992.9, 4, 0, -9.9
11.02.2019, -0.6, -3.9, -1.7, 991.2, 3, 0, -5.5
12.02.2019, 1.1, -2.0, 0.0, 987.5, 4, 2, -4.2
13.02.2019, 0.5, -4.2, -1.4, 984.8, 3, 12, -5.1
14.02.2019, -0.6, -9.8, -4.9, 998.5, 2, 0, -8.4
15.02.2019, 1.8, -6.5, -0.1, 992.8, 5, 0, -5
16.02.2019, 4.8, 0.6, 2.1, 988.7, 3, 0, -1.3
17.02.2019, 4.9, -1.8, 1.5, 977.7, 5, 0, -3.5
18.02.2019, -0.9, -6.6, -2.6, 990.2, 4, 0, -7.5
19.02.2019, 1.0, -11.4, -4.8, 993.3, 3, 0, -9.1
20.02.2019, 1.4, -4.0, -0.4, 979.4, 4, 0, -4.8
21.02.2019, 0.7, -7.8, -4.0, 975.2, 5, 6, -9.3
22.02.2019, -7.9, -10.0, -9.2, 989.6, 4, 1, -14.4
23.02.2019, -4.0, -12.9, -8.5, 1005.2, 2, 0, -12.4
24.02.2019, -0.6, -7.7, -3.4, 998.2, 3, 3, -7.3
25.02.2019, 3.4, -1.4, 0.6, 983.8, 3, 1, -2.9
26.02.2019, 1.8, 0.1, 0.7, 979.0, 4, 3, -3.4
27.02.2019, -0.1, -3.4, -1.5, 984.5, 3, 1, -5.4
28.02.2019, 0.4, -3.5, -1.1, 964.5, 3, 1, -4.8
01.03.2019, 1.8, -1.0, 0.2, 962.6, 2, 3, -2.7
02.03.2019, -3.3, -10.5, -6.8, 978.7, 3, 1, -11.2
03.03.2019, -1.8, -12.3, -5.4, 977.0, 4, 2, -10.2
04.03.2019, 1.5, -3.3, -0.6, 971.8, 2, 4, -3.6
05.03.2019, 4.3, 1.0, 2.4, 967.8, 3, 4, -0.8
06.03.2019, 2.6, -9.3, -2.4, 979.1, 4, 0, -7.1
07.03.2019, -2.1, -13.4, -6.5, 998.0, 4, 0, -11.6
08.03.2019, 3.0, -4.9, 0.3, 987.4, 4, 0, -4
09.03.2019, 6.5, 1.1, 3.6, 982.7, 3, 3, 0.1
10.03.2019, 6.0, -0.9, 1.8, 975.4, 2, 3, -1
11.03.2019, 4.1, -0.1, 1.4, 970.4, 2, 1, -1.4
12.03.2019, 1.5, -5.5, -1.6, 980.3, 3, 1, -5.5
13.03.2019, -0.8, -8.9, -5.2, 986.7, 2, 1, -8.8
14.03.2019, 2.0, -10.4, -3.1, 992.1, 2, 0, -6.5
15.03.2019, 2.3, -2.8, -0.7, 989.6, 3, 0, -4.5
16.03.2019, 0.4, -2.8, -1.1, 981.8, 3, 1, -4.8
17.03.2019, 1.8, -0.8, 0.4, 986.7, 2, 0, -2.5
18.03.2019, 3.8, 0.7, 1.7, 995.7, 3, 0, -1.7
19.03.2019, 6.5, 1.3, 3.8, 996.1, 3, 1, 0.6
20.03.2019, 6.2, 1.3, 3.1, 998.9, 2, 0, 0.4
21.03.2019, 3.5, 0.5, 1.3, 995.7, 2, 1, -1.6
22.03.2019, 2.8, -0.3, 0.9, 986.7, 3, 5, -2.6
23.03.2019, 3.9, -2.0, 1.1, 993.0, 3, 0, -2.6
24.03.2019, 1.6, -4.5, -1.2, 987.0, 2, 1, -4.2
25.03.2019, 7.9, -3.8, 2.1, 982.8, 3, 1, -1.7
26.03.2019, 8.0, -1.2, 2.6, 981.5, 3, 0, -1
27.03.2019, 5.2, -4.3, -0.2, 989.7, 2, 0, -3.4
28.03.2019, 3.7, -5.9, -1.0, 996.0, 2, 0, -4.4
29.03.2019, 2.1, -1.9, 0.8, 991.5, 2, 1, -2.1
30.03.2019, 9.3, 1.3, 4.6, 988.2, 3, 0, 1.5
31.03.2019, 16.3, 1.5, 9.2, 985.7, 3, 0, 6.1
01.04.2019, 7.6, 1.3, 5.1, 991.5, 3, 0, 1.6
02.04.2019, 7.7, -1.6, 2.7, 1001.5, 3, 0, -1
03.04.2019, 9.0, -4.5, 3.7, 1000.4, 3, 0, -0.2
04.04.2019, 9.8, 0.3, 4.8, 996.4, 3, 0, 0.9
05.04.2019, 4.4, 0.9, 2.6, 995.8, 2, 1, -0.3
06.04.2019, 6.3, -0.6, 2.3, 999.6, 1, 0, 0.2
07.04.2019, 9.3, -5.5, 2.9, 997.1, 1, 0, 0.6
08.04.2019, 14.2, 2.8, 5.8, 993.0, 3, 0, 2.4
12.04.2019, 4.7, 1.7, 3.2, 992.8, 4, 17, -0.6
13.04.2019, 3.0, 1.2, 1.8, 994.9, 3, 0, -1.5
14.04.2019, 0.2, 0.0, 0.1, 995.5, 3, 18, -3.4
15.04.2019, 9.2, -0.1, 4.4, 998.5, 3, 5, 1
09.05.2019, 26.1, 11.5, 18.4, 987.7, 3, 6, 17.3
29.05.2019, 27.7, 21.5, 25.1, 993.8, 4, 0, 23.5
18.06.2019, 27.2, 15.9, 22.3, 989.4, 1, 0, 22.9
27.06.2019, 18.5, 15.1, 16.1, 982.7, 1, 27, 16.8
28.06.2019, 15.2, 11.5, 12.8, 971.4, 4, 10, 10.5
12.07.2019, 17.5, 9.9, 14.8, 982.0, 1, 0, 14.6
13.07.2019, 17.0, 11.6, 13.8, 984.4, 2, 1, 12.8
15.07.2019, 22.6, 7.8, 15.6, 986.9, 1, 5, 15.5
16.07.2019, 17.5, 12.9, 15.1, 985.7, 2, 14, 14.7
17.07.2019, 17.7, 14.2, 16.4, 983.5, 1, 3, 16.9
18.07.2019, 21.2, 12.7, 16.0, 981.8, 2, 0, 15.3
19.07.2019, 20.2, 13.1, 16.3, 984.1, 4, 1, 14.5
20.07.2019, 22.2, 14.2, 16.8, 989.0, 3, 0, 15.5
22.07.2019, 25.7, 12.2, 19.2, 992.5, 1, 0, 19.6
18.08.2019, 17.5, 15.2, 16.7, 987.0, 2, 0, 16.6
09.10.2019, 5.8, 0.7, 4.3, 988.6, 4, 5, 0.6
10.10.2019, 11.0, 4.5, 8.5, 985.3, 3, 4, 6.2
11.10.2019, 12.1, 6.3, 8.5, 986.4, 2, 1, 6.8
12.10.2019, 12.6, 6.9, 9.5, 989.2, 4, 1, 6.4
23.10.2019, 14.9, 7.7, 11.8, 993.8, 3, 1, 10.1
29.10.2019, 6.7, -2.1, 2.7, 987.2, , 1, 
30.10.2019, 0.8, -2.9, -1.5, 989.6, 3, 2, -5.3
31.10.2019, -1.7, -5.9, -3.3, 997.4, 2, 0, -6.8
01.11.2019, 0.8, -6.3, -2.0, 994.0, 4, 1, -6.6
02.11.2019, 2.2, -0.6, 1.1, 994.4, 2, 1, -1.7
03.11.2019, 2.7, -0.1, 1.4, 989.6, 5, 0, -3.4
04.11.2019, 8.3, 1.8, 6.2, 984.7, 4, 0, 2.8
05.11.2019, 12.8, 7.8, 10.3, 976.6, 4, 2, 7.5
06.11.2019, 12.9, 9.1, 11.3, 976.9, 4, 1, 8.6
07.11.2019, 12.2, 3.7, 7.9, 984.1, 3, 0, 5.1
08.11.2019, 8.5, 3.2, 5.1, 996.0, 1, 1, 3.6
09.11.2019, 4.7, 3.1, 4.0, 1002.5, 3, 0, 1
10.11.2019, 9.3, 3.6, 6.6, 998.5, 3, 0, 4
11.11.2019, 7.8, 4.8, 6.2, 992.5, 4, 1, 2.9
12.11.2019, 7.5, 3.2, 5.6, 998.0, 3, 0, 2.6
13.11.2019, 5.6, -1.1, 2.4, 1005.5, 2, 0, -0.3
14.11.2019, 6.7, -0.7, 2.5, 1005.1, 2, 0, -0.2
15.11.2019, 3.2, -1.2, 1.0, 1006.3, 2, 0, -1.8
16.11.2019, 2.7, -0.1, 1.9, 1004.7, 3, 0, -1.4
17.11.2019, 5.5, 0.5, 3.7, 1005.9, 2, 0, 1.2
18.11.2019, 1.0, -0.9, 0.1, 1005.0, 2, 0, -2.7
19.11.2019, 2.4, 0.6, 1.8, 1006.8, 1, 0, -0.1
20.11.2019, 3.9, -6.4, 0.1, 1014.6, 2, 0, -2.8
21.11.2019, -4.7, -8.9, -7.2, 1022.2, 2, 0, -11
22.11.2019, -3.6, -12.8, -8.1, 1021.0, 1, 0, -11.3
23.11.2019, -6.4, -11.1, -8.8, 1016.6, 1, 0, -12
24.11.2019, -1.4, -12.9, -7.2, 1012.0, 1, 0, -10.4
25.11.2019, -1.8, -11.9, -6.6, 1006.9, 1, 0, -9.8
26.11.2019, 0.3, -11.6, -4.8, 999.6, 2, 0, -8.4
27.11.2019, -1.5, -2.9, -2.3, 993.4, 2, 0, -5.7
28.11.2019, -0.6, -2.2, -1.4, 990.1, 2, 0, -4.6
29.11.2019, 2.2, -1.4, 1.6, 983.6, 3, 0, -1.7
30.11.2019, 4.1, 0.5, 2.4, 977.1, 2, 13, -0.1
01.12.2019, -0.7, -6.2, -3.3, 987.9, 3, 1, -7.3
02.12.2019, -2.3, -6.6, -4.1, 992.0, 3, 0, -8.1
03.12.2019, -1.8, -3.6, -2.8, 986.0, 1, 1, -5.4
04.12.2019, -1.6, -4.3, -2.8, 988.0, 4, 0, -7.4
05.12.2019, 1.5, -2.5, 0.8, 987.6, 4, 1, -3.2
06.12.2019, 2.1, -0.7, 0.6, 985.4, 5, 0, -4.4
07.12.2019, 1.0, -3.2, -0.9, 983.6, 4, 0, -5.4
08.12.2019, 1.8, -1.7, 0.5, 982.0, 4, 0, -3.7
09.12.2019, 3.3, 0.9, 2.2, 984.3, 4, 1, -1.8
10.12.2019, 2.3, 1.1, 1.7, 990.4, 3, 0, -1.6
11.12.2019, 2.3, 0.9, 1.6, 996.0, 1, 0, -0.4
12.12.2019, 2.0, 0.7, 1.4, 998.9, 1, 1, -0.6
13.12.2019, 0.6, -0.8, -0.1, 993.6, 3, 0, -3.7
14.12.2019, -0.1, -2.0, -1.2, 991.1, 3, 1, -4.9
15.12.2019, 1.6, -1.7, 0.3, 985.8, 3, 1, -3.1
16.12.2019, 3.2, 0.2, 1.8, 986.5, 3, 2, -1.5
17.12.2019, 2.9, 0.1, 1.7, 990.2, 3, 5, -1.6
18.12.2019, 3.8, 1.7, 3.2, 987.7, 3, 1, 0.2
19.12.2019, 5.2, 1.7, 3.7, 987.0, 5, 0, -1
20.12.2019, 0.9, -3.0, -1.4, 995.9, 2, 0, -4.5
21.12.2019, 1.9, -3.2, 0.5, 988.2, 2, 0, -2.5
22.12.2019, 4.2, 0.8, 2.2, 982.0, 3, 1, -1
23.12.2019, 6.6, 2.5, 5.2, 981.5, 3, 2, 2.5
24.12.2019, 5.4, 0.0, 1.8, 986.4, 2, 1, -0.8
25.12.2019, -0.1, -0.9, -0.6, 986.5, 2, 0, -3.5
26.12.2019, -0.9, -2.3, -1.7, 985.5, 1, 0, -4.1
27.12.2019, -1.3, -2.6, -2.1, 985.4, 1, 5, -4.6
28.12.2019, -2.7, -4.0, -3.6, 994.9, 2, 2, -6.9
29.12.2019, -3.0, -4.2, -3.6, 1004.3, 2, 1, -6.9
30.12.2019, -1.8, -4.4, -3.3, 993.4, 5, 0, -8.5
31.12.2019, 0.8, -3.5, -0.6, 973.3, 4, 3, -4.8
01.01.2020, 0.8, -4.8, -1.3, 983.0, 3, 0, -5.1
02.01.2020, 1.0, -3.7, -0.6, 987.9, 4, 1, -4.9
03.01.2020, 0.8, -1.7, 0.0, 988.6, 4, 0, -4.2
04.01.2020, -0.3, -2.6, -1.5, 980.0, 4, 0, -5.8
05.01.2020, 0.6, -2.8, -1.1, 987.1, 2, 0, -4.2
06.01.2020, -0.5, -3.3, -2.2, 1000.0, 1, 0, -4.8
07.01.2020, -1.2, -3.3, -2.4, 1000.9, 2, 0, -5.8
08.01.2020, -0.2, -3.0, -1.3, 998.4, 3, 0, -5
09.01.2020, 1.1, -1.8, -0.4, 989.8, 4, 4, -4.7
10.01.2020, 0.4, -0.6, -0.2, 991.6, 2, 0, -3.2
11.01.2020, -0.1, -1.5, -0.9, 988.3, 2, 2, -3.9
12.01.2020, -1.4, -6.7, -3.3, 992.2, 3, 0, -7.2
13.01.2020, 1.6, -2.1, 0.7, 985.5, 3, 0, -2.8
14.01.2020, 1.0, -0.6, 0.0, 995.7, 2, 0, -3
15.01.2020, 2.0, -1.4, 0.8, 1000.0, 4, 0, -3.4
16.01.2020, 1.7, 0.5, 1.2, 996.8, 5, 2, -3.6
17.01.2020, 3.1, 0.5, 1.6, 1001.2, 2, 1, -1.1
18.01.2020, 1.3, -2.8, -0.3, 1002.0, 2, 0, -3.3
19.01.2020, -1.7, -3.3, -2.4, 1002.6, 3, 0, -6.2
20.01.2020, 1.2, -2.3, 0.1, 1002.1, 3, 1, -3.4
21.01.2020, 2.8, 0.4, 1.2, 986.2, 5, 1, -3.5
22.01.2020, 2.0, -2.2, 0.3, 974.7, 3, 4, -3.3
23.01.2020, -1.9, -7.7, -4.2, 982.3, 4, 2, -9.1
24.01.2020, 0.8, -8.5, -2.7, 982.6, 4, 1, -7.3
25.01.2020, 3.1, -1.5, 1.0, 975.9, 4, 4, -3.1
26.01.2020, 0.5, -3.3, -0.9, 985.7, 4, 0, -5.4
27.01.2020, 2.2, -2.3, 0.6, 987.9, 3, 1, -2.9
28.01.2020, 0.3, -4.3, -1.6, 987.0, 2, 7, -4.7
29.01.2020, 0.3, -0.6, -0.2, 983.2, 2, 0, -3.1
30.01.2020, 0.8, -0.4, 0.1, 973.1, 2, 4, -2.7
31.01.2020, 0.9, -1.2, -0.4, 975.8, 2, 0, -3.3
01.02.2020, 0.2, -4.3, -1.1, 979.7, 1, 0, -3.5
02.02.2020, 3.5, -0.7, 1.5, 970.4, 3, 6, -1.8
03.02.2020, 2.8, 0.3, 1.6, 963.1, 4, 2, -2.4
04.02.2020, -0.8, -2.4, -1.6, 968.7, 3, 2, -5.6
05.02.2020, -1.8, -9.2, -4.8, 983.0, 2, 0, -8.4
06.02.2020, -2.6, -10.8, -6.4, 979.3, 4, 3, -11.4
07.02.2020, -8.2, -11.4, -9.5, 983.6, 3, 0, -14.1
08.02.2020, -5.7, -15.7, -11.2, 995.6, 2, 0, -15.3
09.02.2020, -2.5, -16.8, -7.7, 998.2, 4, 0, -12.8
10.02.2020, -0.5, -4.8, -2.4, 984.5, 6, 0, -8.4
11.02.2020, 1.3, -3.3, -0.6, 971.9, 5, 5, -5.5
12.02.2020, 0.6, -4.2, -1.9, 976.2, 3, 1, -5.7
13.02.2020, -1.8, -5.1, -3.6, 982.2, 1, 3, -6.3
14.02.2020, 3.1, -3.4, -0.6, 992.4, 2, 1, -3.7
15.02.2020, 3.6, -5.7, -1.1, 1001.6, 1, 0, -3.5
16.02.2020, 1.7, -5.7, -0.7, 1002.1, 3, 0, -4.3
17.02.2020, 3.6, 1.2, 2.7, 990.9, 5, 0, -2.1
18.02.2020, 3.3, 0.7, 2.2, 988.2, 3, 6, -1.1
19.02.2020, 4.5, 0.0, 1.9, 987.2, 3, 1, -1.5
20.02.2020, 5.6, -0.4, 1.7, 994.3, 2, 0, -1.1
21.02.2020, 7.3, -4.3, 1.3, 997.9, 1, 0, -0.9
22.02.2020, 6.0, -0.4, 2.7, 998.2, 4, 1, -1.6
23.02.2020, 1.4, -0.3, 0.4, 977.4, 4, 8, -3.8
24.02.2020, 4.0, -0.6, 0.9, 972.4, 2, 0, -2
25.02.2020, 3.6, -3.8, -0.9, 977.1, 3, 0, -4.9
26.02.2020, 1.8, -4.0, 0.1, 974.2, 2, 3, -2.8
27.02.2020, 3.5, 1.0, 2.2, 971.3, 2, 5, -0.4
28.02.2020, 2.6, -1.9, 0.0, 975.5, 2, 2, -3
29.02.2020, 3.6, -2.4, 0.2, 983.0, 3, 1, -3.5
01.03.2020, 4.9, -2.8, 1.8, 988.5, 3, 0, -1.9
02.03.2020, 4.8, 1.9, 3.4, 988.6, 4, 2, -0.6
03.03.2020, 4.2, 2.0, 3.1, 987.8, 2, 1, 0.5
04.03.2020, 5.8, 2.6, 4.2, 992.8, 2, 0, 1.8
05.03.2020, 9.0, 1.7, 5.0, 992.0, 4, 0, 1.3
06.03.2020, 7.1, 3.0, 5.2, 988.3, 3, 0, 2.2
07.03.2020, 7.6, 4.9, 6.4, 989.2, 2, 0, 4.3
08.03.2020, 9.2, 6.0, 7.3, 991.5, 2, 3, 5.3
09.03.2020, 9.1, 1.5, 6.1, 994.7, 1, 0, 4.6
10.03.2020, 12.5, 6.0, 8.6, 987.1, 1, 3, 7.6
11.03.2020, 10.0, 4.2, 7.0, 976.2, 2, 0, 4.9
12.03.2020, 10.3, 4.0, 6.7, 975.1, 5, 1, 2.2
13.03.2020, 7.5, 3.3, 5.1, 973.2, 6, 3, -0.3
14.03.2020, 5.0, -1.6, 1.5, 976.5, 4, 0, -2.7
15.03.2020, -2.0, -5.4, -3.7, 988.3, 4, 1, -8.5
16.03.2020, 6.0, -7.0, 0.0, 999.6, 3, 0, -4.1
17.03.2020, 9.3, -0.5, 4.7, 998.9, 3, 0, 1.1
18.03.2020, 10.0, -1.4, 4.5, 999.7, 4, 0, 0.4
19.03.2020, 12.2, 4.5, 8.2, 987.9, 4, 0, 4.5
20.03.2020, 8.5, 0.2, 3.5, 990.0, 3, 1, 0.1
21.03.2020, 1.4, -3.2, -0.6, 993.2, 2, 1, -3.7
22.03.2020, 0.5, -5.2, -2.6, 1003.4, 4, 0, -7.6
23.03.2020, 0.2, -5.7, -2.8, 1008.7, 3, 0, -7.1
24.03.2020, 3.6, -5.0, -1.1, 1008.5, 3, 0, -5.3
25.03.2020, 9.3, -6.2, 2.0, 1010.1, 3, 0, -2
26.03.2020, 15.5, -2.6, 6.4, 1008.8, 2, 0, 3.4
27.03.2020, 15.9, -2.4, 8.2, 1006.9, 1, 0, 6.1
28.03.2020, 16.8, 0.5, 9.9, 997.3, 2, 0, 7.5
29.03.2020, 16.5, 1.0, 9.7, 985.5, 2, 0, 7.1
30.03.2020, 7.3, -0.6, 4.1, 980.8, 4, 0, -0.1
31.03.2020, -1.0, -5.3, -3.1, 986.5, 3, 3, -7.1
01.04.2020, 3.1, -8.7, -0.6, 984.1, 4, 0, -5.2
02.04.2020, 6.0, 0.2, 2.4, 981.5, 4, 0, -1.8
16.04.2020, 7.9, 2.0, 4.2, 970.5, 5, 3, -0.2
13.06.2020, 13.8, 11.6, 12.5, 992.0, 3, 41, 11
14.06.2020, 19.4, 11.1, 13.2, 995.1, 3, 0, 11.5
14.07.2020, 17.7, 16.3, 17.1, 979.4, 3, 27, 16.8
22.07.2020, 23.3, 14.1, 16.6, 983.3, 3, 1, 15.8
26.08.2020, 20.1, 13.0, 17.0, 983.2, 4, 0, 15.3
18.10.2020, 10.2, 3.0, 5.8, 980.7, 5, 0, 1.6
19.10.2020, 9.5, 1.7, 4.4, 987.7, 4, 1, 0.6
01.11.2020, 6.8, 3.8, 5.1, 994.7, 4, 13, 1.7
02.11.2020, 8.0, 4.6, 6.4, 995.9, 2, 3, 4.5
03.11.2020, 8.0, 5.2, 6.7, 1000.1, 1, 0, 5.5
04.11.2020, 9.3, 6.3, 7.8, 1004.1, 2, 0, 6
05.11.2020, 7.0, 4.6, 6.3, 998.0, 3, 3, 3.6
06.11.2020, 9.5, 3.8, 5.5, 987.0, 4, 2, 2
07.11.2020, 10.5, 2.6, 5.7, 991.5, 3, 0, 2.8
08.11.2020, 9.2, 3.0, 7.3, 990.9, 3, 1, 4.8
09.11.2020, 5.2, -1.4, 1.2, 999.0, 3, 0, -2.4
10.11.2020, 4.1, -1.5, 1.8, 1000.8, 4, 0, -2.4
11.11.2020, 1.2, -2.8, -0.6, 1005.5, 2, 0, -3.6
12.11.2020, 2.7, -4.4, -1.2, 1006.8, 1, 0, -3.6
13.11.2020, 1.4, -2.3, 0.1, 1006.7, 1, 0, -2.1
14.11.2020, 0.0, -1.8, -0.8, 1003.6, 1, 0, -3.2
15.11.2020, 0.0, -1.8, -0.9, 1004.3, 2, 1, -3.9
16.11.2020, -1.2, -6.6, -3.4, 1009.2, 3, 0, -7.5
17.11.2020, -4.3, -8.7, -6.3, 1013.5, 2, 0, -10
18.11.2020, -2.4, -6.0, -3.7, 1011.7, 4, 0, -8.5
19.11.2020, -0.7, -3.2, -1.7, 1002.8, 5, 2, -6.8
20.11.2020, -0.5, -2.3, -1.3, 997.6, 4, 0, -5.7
21.11.2020, -1.0, -2.0, -1.6, 1003.2, 2, 1, -4.7
22.11.2020, -1.5, -2.3, -1.9, 997.4, 3, 1, -5.7
23.11.2020, 2.5, -2.4, 0.5, 986.7, 3, 5, -3
24.11.2020, 3.0, 1.4, 2.0, 985.6, 2, 2, -0.6
25.11.2020, 1.6, -2.3, 0.3, 990.7, 2, 3, -2.5
26.11.2020, 1.0, -3.0, -0.3, 993.9, 2, 2, -3.3
27.11.2020, 2.2, 0.2, 1.6, 987.2, 3, 0, -1.8
28.11.2020, 3.0, 0.5, 1.8, 995.9, 1, 0, -0.2
29.11.2020, 3.8, 1.2, 2.6, 1000.8, 3, 3, -0.6
30.11.2020, 2.4, -0.1, 0.9, 1003.7, 4, 1, -3.2
01.12.2020, -0.4, -2.8, -2.1, 1006.6, 2, 0, -5.4
02.12.2020, -4.0, -7.5, -5.8, 1009.9, 2, 0, -9.4
03.12.2020, -5.3, -8.2, -6.5, 1007.9, 3, 1, -10.8
04.12.2020, -4.5, -5.9, -5.1, 1009.0, 3, 2, -9.3
05.12.2020, -4.0, -9.6, -7.0, 1013.5, 2, 0, -10.8
06.12.2020, -4.0, -12.0, -8.5, 1017.7, 2, 0, -12.4
07.12.2020, -5.5, -12.7, -9.4, 1018.2, 1, 0, -12.7
08.12.2020, -3.0, -11.4, -8.1, 1015.5, 2, 0, -12
09.12.2020, -2.7, -9.9, -7.3, 1013.5, 2, 0, -11.1
10.12.2020, -4.9, -12.9, -8.3, 1010.3, 2, 0, -12.2
11.12.2020, -4.3, -10.0, -7.8, 1007.3, 2, 0, -11.7
12.12.2020, -4.2, -12.6, -9.2, 1004.3, 2, 0, -13.1
13.12.2020, -3.6, -6.6, -5.0, 1002.1, 3, 1, -9.2
14.12.2020, -4.9, -6.5, -5.6, 998.9, 3, 0, -9.7
15.12.2020, -2.8, -5.7, -3.9, 996.1, 1, 6, -6.6
16.12.2020, -2.6, -5.0, -3.3, 999.1, 2, 0, -6.5
17.12.2020, 1.2, -2.8, -0.1, 996.4, 3, 1, -3.6
18.12.2020, 1.0, -0.9, -0.2, 1000.7, 1, 1, -2.5
19.12.2020, -0.6, -2.8, -1.6, 1001.5, 2, 4, -4.7
20.12.2020, -1.0, -4.0, -2.3, 1006.0, 1, 0, -4.8
21.12.2020, -1.6, -3.7, -2.9, 1009.2, 3, 0, -6.8
